番号,回,区分,ID,設問,選択肢1(a),選択肢2(b),選択肢3(c),選択肢4(d),選択肢5(e),正答(K列),正答解析値(L列),正答テキスト(M列)
4,71,A,71-A-004,哺乳類家畜の循環器の記述として正しいのはどれか。,心臓の卵円窩は静脈間隆起の頭側に位置する。,肺動脈は心臓の左心室から起こる。,前腸間膜動脈は左右1本ずつ存在する。,犬では左奇静脈が発達している。,脾静脈は門脈に合流する。,5,5,脾静脈は門脈に合流する。
5,71,A,71-A-005,内分泌器官に関する記述として正しいのはどれか。,馬は下垂体腔が明瞭である。,犬の外上皮小体は第一咽頭囊に由来する。,鶏には甲状腺がない。,豚の甲状腺は峡部の発達がよい。,牛の副腎の形は左がハート形、右がコンマ状である。,4,4,豚の甲状腺は峡部の発達がよい。
6,71,A,71-A-006,哺乳類家畜の視覚器に関する記述として正しいのはどれか。,角膜には血管が分布していない。,犬は虹彩顆粒が発達している。,眼房水は前眼房から後眼房の方向へ流れる。,毛様体筋は横紋筋からなる。,豚は細胞性輝板をもつ。,1,1,角膜には血管が分布していない。
7,71,A,71-A-007,犬において下垂体窩が存在する骨はどれか。,側頭骨,底蝶形骨,鋤骨,篩骨,口蓋骨,2,2,底蝶形骨
9,71,A,71-A-009,豚の膵輪を通過するのはどれか。,腹大動脈,腹腔動脈,前腸間膜動脈,肝門脈,後大静脈,4,4,肝門脈
10,71,A,71-A-010,哺乳類家畜の後肢帯筋に含まれる筋肉はどれか。（2つ選びなさい。）,浅殿筋,中殿筋,大腿方形筋,腰方形筋,小腰筋,5,"4, 5","腰方形筋,小腰筋"
11,71,A,71-A-011,犬の鎖骨下動脈から直接分岐する血管はどれか。,外頸動脈,内頸動脈,椎骨動脈,顔面動脈,背側肋間動脈,3,3,椎骨動脈
12,71,A,71-A-012,リンパ小節(リンパ濾胞)が認められないのはどれか。,ファブリキウス囊(排泄腔囊),胸腺,血リンパ節,パイエル板,口蓋扁桃,2,2,胸腺
13,71,A,71-A-013,脂肪細胞から分泌されて摂食を抑制するホルモンはどれか。,グレリン,オレキシン,レプチン,モチリン,セクレチン,3,3,レプチン
14,71,A,71-A-014,胃の壁細胞から分泌されるのはどれか。,ペプシノーゲン,粘液,ヒスタミン,塩酸,ガストリン,4,4,塩酸
15,71,A,71-A-015,血小板の由来細胞はどれか。,巨核球,赤芽球,骨髄球,単芽球,Bリンパ球,1,1,巨核球
16,71,A,71-A-016,インスリンに関する記述として正しいのはどれか。（2つ選びなさい。）,肝臓のグリコーゲン分解を促進する。,骨格筋のタンパク質異化を促進する。,食後の血糖値の上昇により分泌が減少する。,骨格筋へのグルコースの取り込みを促進する。,受容体はチロシンキナーゼ活性を持つ。,5,"4, 5","骨格筋へのグルコースの取り込みを促進する。,受容体はチロシンキナーゼ活性を持つ。"
17,71,A,71-A-017,眼球の生理機能に関する記述として正しいのはどれか。,角膜は光信号を電気信号に変換する。,虹彩は眼房水を産生する。,硝子体は網膜に入る光量を調整する。,網膜は眼球の内圧を保つ。,毛様体は水晶体の厚さを変化させる。,5,5,毛様体は水晶体の厚さを変化させる。
18,71,A,71-A-018,副腎皮質ホルモンに関する記述として誤っているのはどれか。,ステロイド骨格をもつ。,コルチゾールは束状帯で生成される。,アルドステロンは球状帯で生成される。,アルドステロン分泌はレニン・アンギオテンシン系により調節される。,糖質コルチコイドの分泌は下垂体後葉ホルモンによって調節される。,5,5,糖質コルチコイドの分泌は下垂体後葉ホルモンによって調節される。
19,71,A,71-A-019,神経線維に関する記述として正しいのはどれか。,静止膜電位は細胞の内側に対して外側が負になる。,ランビエ絞輪にはCa2+チャネルが密集する。,神経線維の活動電位の発生は全か無かの法則に従う。,C線維はA線維より興奮の伝導が速い。,活動電位はK電流で始まる。,3,3,神経線維の活動電位の発生は全か無かの法則に従う。
20,71,A,71-A-020,血管平滑筋を収縮させる物質はどれか。（2つ選びなさい。）,ヒスタミン,プロスタグランジンI,セロトニン,トロンボキサンA,心房性ナトリウム利尿ペプチド,4,"3, 4","セロトニン,トロンボキサンA"
21,71,A,71-A-021,動脈血液中のCO 2 分圧(PaCO 2 )の上昇に対して感受性が高いのはどれか。,大動脈小体,頸動脈小体,マイスネル小体,肺伸展受容器,中枢性化学受容器,5,5,中枢性化学受容器
22,71,A,71-A-022,成牛の第一胃内で産生される揮発性脂肪酸はどれか。（2つ選びなさい。）,ギ酸,プロピオン酸,酪酸,ステアリン酸,リノレン酸,3,"2, 3","プロピオン酸,酪酸"
23,71,A,71-A-023,チロシンを出発物質として作られるのはどれか。（2つ選びなさい。）,ドパミン,セロトニン,ヒスタミン,タウリン,ノルアドレナリン,2,"1, 5","ドパミン,ノルアドレナリン"
24,71,A,71-A-024,核内受容体はどれか。（2つ選びなさい。）,甲状腺ホルモン受容体,インターフェロン受容体,インスリン受容体,セロトニン受容体,エストロジェン受容体,2,"1, 5","甲状腺ホルモン受容体,エストロジェン受容体"
25,71,A,71-A-025,哺乳類家畜のエネルギー代謝に関する記述として誤っているのはどれか。,赤血球はエネルギー供給を酸化的リン酸化に依存する。,脳はエネルギー源としてグルコースとケトン体を用いる。,脂肪組織でのグルコースの取り込みはインスリンに依存する。,肝臓は乳酸からグルコースを生成する。,アラニンは肝臓での糖新生の基質となる。,1,1,赤血球はエネルギー供給を酸化的リン酸化に依存する。
26,71,A,71-A-026,メデトミジンの作用に拮抗する薬はどれか。,イミプラミン,プラゾシン,アチパメゾール,ブトルファノール,アザペロン,3,3,アチパメゾール
27,71,A,71-A-027,刺激性下剤はどれか。（2つ選びなさい。）,ヒマシ油,ピコスルファートナトリウム,ラクツロース,グリセリン,硫酸マグネシウム,1,"1, 2","ヒマシ油,ピコスルファートナトリウム"
28,71,A,71-A-028,ニューキノロン系抗菌薬の主な標的分子はどれか。,トランスペプチダーゼ,DNAジャイレース,リボソーム,ジヒドロプテロイン酸合成酵素,ジヒドロ葉酸還元酵素,2,2,DNAジャイレース
29,71,A,71-A-029,プレドニゾロンの薬理作用として適切なのはどれか。（2つ選びなさい。）,血圧低下作用,血糖値低下作用,抗血栓作用,抗炎症作用,免疫抑制作用,5,"4, 5","抗炎症作用,免疫抑制作用"
30,71,A,71-A-030,ヘキサメトニウムによる神経節遮断の効果として正しいのはどれか。（2つ選びなさい。）,心拍数増加,血圧下降,縮瞳,唾液分泌亢進,消化管運動亢進,1,"1, 2","心拍数増加,血圧下降"
31,71,A,71-A-031,"血管拡張作用を持つ薬物と作用機序の組合せで正しいのはどれか。
薬物　－　作用機序",ニフェジピン 　－　グアニル酸シクラーゼ活性化,プラゾシン 　－　アンギオテンシン変換酵素阻害,カンデサルタン 　－　アンギオテンシンII受容体拮抗,ニトログリセリン 　－　Ca2+チャネル遮断,エナラプリル 　－　α1受容体拮抗,3,3,カンデサルタン 　－　アンギオテンシンII受容体拮抗
32,71,A,71-A-032,微小管チュブリンに結合して細胞分裂を阻害する抗腫瘍薬はどれか。,6 -メルカプトプリン,ドキソルビシン,メトトレキサート,シクロフォスファミド,ビンクリスチン,5,5,ビンクリスチン
33,71,A,71-A-033,強い身体的依存性を示す薬物はどれか。,コカイン,アンフェタミン,マリファナ,フェノバルビタール,LSD,4,4,フェノバルビタール
34,71,A,71-A-034,光毒性皮膚炎を引き起こす代表的な薬物はどれか。,クロラムフェニコール,アセトアミノフェン,クロルプロマジン,ハロタン,ストレプトマイシン,3,3,クロルプロマジン
35,71,A,71-A-035,コレラ毒素の作用機序はどれか。,コリンエステラーゼの阻害,アデニル酸シクラーゼの活性化,タンパク質合成の阻害,アセチルコリン放出の阻害,電位依存性Na+チャネルの阻害,2,2,アデニル酸シクラーゼの活性化
36,71,A,71-A-036,エチレングリコールを含む不凍液の摂取による腎障害の治療薬はどれか。,エタノール,ゲンタマイシン,シクロスポリン,クロラムフェニコール,シスプラチン,1,1,エタノール
37,71,A,71-A-037,混合腫瘍はどれか。（2つ選びなさい。）,奇形腫,カルチノイド,毛芽腫,未分化癌,癌肉腫,2,"1, 5","奇形腫,癌肉腫"
38,71,A,71-A-038,染色体の構造異常を示す用語はどれか。（2つ選びなさい。）,転座,モノソミー,トリソミー,染色体不分離,欠失,2,"1, 5","転座,欠失"
39,71,A,71-A-039,転移性石灰沈着に関する記述として誤っているのはどれか。,細胞内ではミトコンドリア内に沈着が始まる。,ビタミンD過剰症が原因となる。,コッサ反応に陽性を呈する。,肺胞壁の弾性線維に沿って沈着する。,胃粘膜に好発する。,1,1,細胞内ではミトコンドリア内に沈着が始まる。
40,71,A,71-A-040,"腫瘍随伴症候群とその原因となる腫瘍の組合せとして適当でないのはどれか。
症候群　－　腫瘍",高カルシウム血症 　－　肛門囊アポクリン腺癌,クッシング症候群 　－　ACTH産生腺腫,消化管潰瘍 　－　肥満細胞腫,高血糖症 　－　クローム親和性細胞腫,高エストロジェン症 　－　卵巣顆粒膜細胞腫,4,4,高血糖症 　－　クローム親和性細胞腫
41,71,A,71-A-041,アミロイド沈着がみられる腫瘍はどれか。,甲状腺C細胞腫瘍,星状膠細胞腫,骨肉腫,腎細胞癌,上皮小体腺癌,1,1,甲状腺C細胞腫瘍
42,71,A,71-A-042,細胞に封入体を形成する呼吸器感染症はどれか。（2つ選びなさい。）,猫ウイルス性鼻気管炎,猫カリシウイルス感染症,牛肺疫,豚繁殖・呼吸障害症候群,豚サーコウイルス関連疾病,2,"1, 5","猫ウイルス性鼻気管炎,豚サーコウイルス関連疾病"
43,71,A,71-A-043,鉛中毒の時にみられる病変、病態で適切なのはどれか。（2つ選びなさい。）,腎尿細管上皮細胞の好酸性核内封入体形成,光線過敏症,腎臓および脾臓のヘモジデローシス,大脳皮質の好酸球浸潤,大脳皮質の層状壊死,2,"1, 5","腎尿細管上皮細胞の好酸性核内封入体形成,大脳皮質の層状壊死"
44,71,A,71-A-044,反芻獣におけるリステリア症の所見として適切なのはどれか。,大脳の血栓塞栓症,大脳白質を中心とする脱髄,大脳皮質の層状壊死,脳幹部の微小膿瘍形成,脳幹の好中球による神経食現象,4,4,脳幹部の微小膿瘍形成
45,71,A,71-A-045,小膠細胞に由来するのはどれか。（2つ選びなさい。）,グリオーシス,脂肪顆粒細胞,グリア結節,衛星現象,トルペドー,3,"2, 3","脂肪顆粒細胞,グリア結節"
46,71,A,71-A-046,Clostridium tetaniに関する記述として誤っているのはどれか。,悪性水腫の原因菌である。,グラム陽性桿菌である。,神経毒素を産生する。,偏性嫌気性菌である。,芽胞を形成する。,1,1,悪性水腫の原因菌である。
47,71,A,71-A-047,マイコプラズマ属細菌の説明として適切でないのはどれか。,孔サイズ0.45μmのろ過膜を通過する。,一般生物の遺伝暗号の終始コドンをトリプトファンとして使用する。,ペニシリン系抗菌薬に感受性がある。,牛肺疫の原因菌を含む。,平板寒天培地上のコロニーは目玉焼き状を呈することがある。,3,3,ペニシリン系抗菌薬に感受性がある。
